id,name,gender,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
1940,"Sickert, Bernard",M,1862,1932,"München, Deutschland","Jordans, United Kingdom",http://www.tate.org.uk/art/artists/bernard-sickert-1940
1941,"Sickert, Walter Richard",M,1860,1942,"München, Deutschland","Bath and Northeast Somerset, United Kingdom",http://www.tate.org.uk/art/artists/walter-richard-sickert-1941
494,"Siddal, Elizabeth Eleanor",F,1829,1862,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/elizabeth-eleanor-siddal-494
6878,"Sierra, Santiago",M,1966,0,"Madrid, España",Unknown,http://www.tate.org.uk/art/artists/santiago-sierra-6878
6005,"Sietsema, Paul",M,1968,0,"Los Angeles, United States",Unknown,http://www.tate.org.uk/art/artists/paul-sietsema-6005
16982,"Sillman, Amy",F,1966,0,"Detroit, United States",Unknown,http://www.tate.org.uk/art/artists/amy-sillman-16982
1942,"Simmonds, William G.",M,1876,1968,"Galata, Türkiye",Unknown,http://www.tate.org.uk/art/artists/william-g-simmonds-1942
6376,"Simmons, Laurie",F,1949,0,"Long Island, United States",Unknown,http://www.tate.org.uk/art/artists/laurie-simmons-6376
2322,"Simmons, Rosemary",F,1932,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rosemary-simmons-rosura-jones-2322
11458,"Simon, Taryn",F,1975,0,"New York, United States",Unknown,http://www.tate.org.uk/art/artists/taryn-simon-11458
2775,"Simpson, Jane",F,1965,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/jane-simpson-2775
495,"Simpson, John",M,1782,1847,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-simpson-495
12577,"Simpson, Lorna",F,1960,0,"Brooklyn, United States",Unknown,http://www.tate.org.uk/art/artists/lorna-simpson-12577
1944,"Sims, Charles",M,1873,1928,"Islington, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/charles-sims-1944
5261,"Singh, Raghubir",M,1942,1999,"Jaipur, Bharat","Manhattan Island, United States",http://www.tate.org.uk/art/artists/raghubir-singh-5261
1945,"Singier, Gustave",M,1909,1984,"Warneton, België",Unknown,http://www.tate.org.uk/art/artists/gustave-singier-1945
496,"Singleton, Henry",M,1766,1839,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/henry-singleton-496
1946,"Sintenis, Renée",F,1888,1965,Schlesien,"Berlin, Deutschland",http://www.tate.org.uk/art/artists/renee-sintenis-1946
5257,"Siqueiros, David Alfaro",M,1896,1974,"Chihuahua, México",Unknown,http://www.tate.org.uk/art/artists/david-alfaro-siqueiros-5257
1947,"Sironi, Mario",M,1885,1961,"Sassari, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-sironi-1947
14489,"Siskind, Aaron",M,1903,1991,"New York, United States","Providence, United States",http://www.tate.org.uk/art/artists/aaron-siskind-14489
1948,"Sisley, Alfred",M,1839,1899,"Paris, France","Moret-sur-Loing, France",http://www.tate.org.uk/art/artists/alfred-sisley-1948
13391,"Skaer, Lucy",F,1977,0,"Cambridge, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/lucy-skaer-13391
2457,"Skeaf, D.",-,1803,1819,Unknown,Unknown,http://www.tate.org.uk/art/artists/d-skeaf-2457
1949,"Skeaping, John",M,1901,1980,"Greater London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-skeaping-1949
497,"Skelton, Jonathan",M,1735,1759,Unknown,Unknown,http://www.tate.org.uk/art/artists/jonathan-skelton-497
1950,"Skiöld, Birgit",F,1923,1982,"Stockholm, Sverige","Stockholm, Sverige",http://www.tate.org.uk/art/artists/birgit-skiold-1950
2458,"Skippe, John",M,1741,1811,Hertfordshire,"England, United Kingdom",http://www.tate.org.uk/art/artists/john-skippe-2458
498,"Slaughter, Stephen",M,1697,1765,"London, United Kingdom",Kensington,http://www.tate.org.uk/art/artists/stephen-slaughter-498
1951,"Slawik, Bernard",M,1904,1991,Polska,"Melbourne, Australia",http://www.tate.org.uk/art/artists/bernard-slawik-1951
499,"Sleap, Joseph Axe",M,1808,1859,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/joseph-axe-sleap-499
500,"Sleter, Francesco",M,1685,1775,Unknown,"Kent, United Kingdom",http://www.tate.org.uk/art/artists/francesco-sleter-500
11404,"Slominski, Andreas",M,1959,0,"Meppen, Deutschland",Unknown,http://www.tate.org.uk/art/artists/andreas-slominski-11404
501,"Small, William",M,1843,1931,"Edinburgh, United Kingdom","Worcester, United Kingdom",http://www.tate.org.uk/art/artists/william-small-501
2531,"Smallwood, William Frome",M,1806,1834,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-frome-smallwood-2531
1952,"Smart, Edgar Rowley",M,1887,1934,"Cheetham Hill, United Kingdom","Staffordshire, United Kingdom",http://www.tate.org.uk/art/artists/edgar-rowley-smart-1952
502,"Smetham, James",M,1821,1889,"Pateley Bridge, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-smetham-502
503,"Smirke, Robert",M,1752,1845,"Wigton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-smirke-503
10029,"Smith, Bob and Roberta",M,1963,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/bob-and-roberta-smith-10029
2673,"Smith, Colin",M,1953,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/colin-smith-2673
1953,"Smith, David",M,1906,1965,"Decatur, United States","Bennington, United States",http://www.tate.org.uk/art/artists/david-smith-1953
504,"Smith, Frederick William",M,1797,1835,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/frederick-william-smith-504
506,"Smith, George, of Chichester",M,1714,1776,"Chichester, United Kingdom","Chichester, United Kingdom",http://www.tate.org.uk/art/artists/george-smith-of-chichester-506
1954,"Smith, Gordon",M,1919,0,"Hove, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/gordon-appelbe-smith-1954
1955,"Smith, Hassel",M,1915,2007,"Sturgis, United States","Warminster, United Kingdom",http://www.tate.org.uk/art/artists/hassel-smith-1955
1956,"Smith, Jack",M,1928,2011,"Sheffield, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/jack-smith-1956
1957,"Smith, Joel",M,1929,0,"Draper, United States",Unknown,http://www.tate.org.uk/art/artists/joel-smith-1957
12243,"Smith, John",M,1952,0,"Walthamstow, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-smith-12243
508,"Smith, John `Warwick'",M,1749,1831,"Cumbria, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-warwick-smith-508
2568,"Smith, John Raphael",M,1752,1812,"Derby, United Kingdom","Hereford and Worcester, United Kingdom",http://www.tate.org.uk/art/artists/john-raphael-smith-2568
507,"Smith, John Thomas",M,1766,1833,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-thomas-smith-507
2274,"Smith, Joseph Clarendon",M,1778,1810,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/joseph-clarendon-smith-2274
12131,"Smith, Keir",M,1950,2007,"Gravesend, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/keir-smith-12131
2280,"Smith, Kiki",F,1954,0,"Noremburg, Deutschland",Unknown,http://www.tate.org.uk/art/artists/kiki-smith-2280
9594,"Smith, Melanie",F,1965,0,"Poole, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/melanie-smith-9594
1959,"Smith, Richard",M,1931,0,"Letchworth, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/richard-smith-1959
509,"Smith, Sidney Robert James",M,1857,1913,Unknown,Unknown,http://www.tate.org.uk/art/artists/sidney-robert-james-smith-509
1958,"Smith, Sir Matthew",M,1879,1959,"Halifax, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-matthew-smith-1958
2735,"Smith, Stephanie",-,1961,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/stephanie-smith-2735
2226,"Smith, Thomas",M,1780,1822,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-smith-2226
12052,"Smith, W. Eugene",M,1918,1978,"Wichita, United States","Tucson, United States",http://www.tate.org.uk/art/artists/w-eugene-smith-12052
4541,"Smithson, Robert",M,1938,1973,"Passaic, United States","Amarillo, United States",http://www.tate.org.uk/art/artists/robert-smithson-4541
510,"Smythe, Lionel Percy",M,1840,1918,"London, United Kingdom","Wimereux, France",http://www.tate.org.uk/art/artists/lionel-percy-smythe-510
7516,"Soares, Valeska",F,1957,0,Brasil,Unknown,http://www.tate.org.uk/art/artists/valeska-soares-7516
1960,"Sobrino, Francisco",M,1932,0,"Guadalajara, España",Unknown,http://www.tate.org.uk/art/artists/francisco-sobrino-1960
511,"Soest, Gilbert",M,1605,1681,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/gilbert-soest-511
12133,"Solakov, Nedko",M,1957,0,"Cherven Bryag, Bulgaria",Unknown,http://www.tate.org.uk/art/artists/nedko-solakov-12133
3823,"Soldi, Andrea",M,1703,1771,"Firenze, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/andrea-soldi-3823
6672,"Solien, T.L.",M,1949,0,"Fargo, United States",Unknown,http://www.tate.org.uk/art/artists/tl-solien-6672
512,"Solomon, Abraham",M,1824,1862,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/abraham-solomon-512
513,"Solomon, Simeon",M,1840,1905,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/simeon-solomon-513
1961,"Solomon, Solomon J.",M,1860,1927,"London, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/solomon-j-solomon-1961
514,"Somerscales, Thomas J.",M,1842,1927,"Kingston-Upon-Hull, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/thomas-j-somerscales-514
1962,"Somov, Konstantin",M,1869,1939,"Sankt-Peterburg, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/konstantin-somov-1962
6628,"Sone, Yutaka",M,1965,0,"Shizuoka, Nihon",Unknown,http://www.tate.org.uk/art/artists/yutaka-sone-6628
11853,"Sonnier, Keith",M,1941,0,"Mamou, United States",Unknown,http://www.tate.org.uk/art/artists/keith-sonnier-11853
1963,"Sorel, Agathe",F,1935,0,"Budapest, Magyarország",Unknown,http://www.tate.org.uk/art/artists/agathe-sorel-1963
6673,"Sorman, Steven",M,1948,0,"Minneapolis, United States",Unknown,http://www.tate.org.uk/art/artists/steven-sorman-6673
1964,"Sorrell, Alan",M,1904,1974,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/alan-sorrell-1964
1965,"Sorrell, Elizabeth",F,1916,1991,"Redcar and Cleveland, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/elizabeth-sorrell-1965
13098,"Sosnowska, Monika",-,1972,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/monika-sosnowska-13098
1966,"Soto, Jesus Rafael",M,1923,2005,"Ciudad Bolívar, Venezuela",Unknown,http://www.tate.org.uk/art/artists/jesus-rafael-soto-1966
515,"Souch, John",M,1594,1644,"Ormskirk, United Kingdom","Chester, United Kingdom",http://www.tate.org.uk/art/artists/john-souch-515
1967,"Soukop, Willi",M,1907,1995,"Wien, Österreich",Unknown,http://www.tate.org.uk/art/artists/willi-soukop-1967
1968,"Soulages, Pierre",M,1919,0,"Rodez, France",Unknown,http://www.tate.org.uk/art/artists/pierre-soulages-1968
1969,"Southall, Derek",M,1930,0,"Coventry, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/derek-southall-1969
1970,"Southall, Joseph Edward",M,1861,1944,"Nottingham, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/joseph-edward-southall-1970
1971,"Soutine, Chaïm",M,1893,1943,"Minskaya Oblast', Belarus","Paris, France",http://www.tate.org.uk/art/artists/chaim-soutine-1971
1972,"Souza, F.N.",M,1924,2002,"Goa, Bharat",Unknown,http://www.tate.org.uk/art/artists/fn-souza-1972
5888,Soviet School,-,0,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/soviet-school-5888
1973,"Spear, Ruskin",M,1911,1990,"Saugus, United States","London, United Kingdom",http://www.tate.org.uk/art/artists/ruskin-spear-1973
1974,"Speed, Harold",M,1872,1957,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/harold-speed-1974
1975,"Spencelayh, Charles",M,1865,1958,"Rochester, United Kingdom","Northampton, United Kingdom",http://www.tate.org.uk/art/artists/charles-spencelayh-1975
2124,"Spencer Watson, George",M,1869,1934,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-spencer-watson-2124
1976,"Spencer, Gilbert",M,1892,1979,"Cookham, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/gilbert-spencer-1976
2697,"Spencer, Jean",F,1942,1998,"Surrey, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/jean-spencer-2697
2532,"Spencer, Lady",F,1700,1799,Unknown,Unknown,http://www.tate.org.uk/art/artists/lady-spencer-2532
1977,"Spencer, Sir Stanley",M,1891,1959,"England, United Kingdom","Cliveden, United States",http://www.tate.org.uk/art/artists/sir-stanley-spencer-1977
516,"Spencer, Thomas",M,1740,1756,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-spencer-516
1978,"Spender, John Humphrey",M,1910,2005,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-humphrey-spender-1978
2399,"Spero, Nancy",F,1926,2009,"Cleveland, United States","Manhattan Island, United States",http://www.tate.org.uk/art/artists/nancy-spero-2399
517,"Spilsbury, Maria",F,1777,1823,"London, United Kingdom",Éire,http://www.tate.org.uk/art/artists/maria-spilsbury-517
1979,"Spoerri, Daniel",M,1930,0,"Galati, România",Unknown,http://www.tate.org.uk/art/artists/daniel-spoerri-1979
1980,"Spruance, Benton",M,1904,1967,"Philadelphia, United States","Philadelphia, United States",http://www.tate.org.uk/art/artists/benton-spruance-1980
1981,"Spurrier, Steven",M,1878,1961,"London, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/steven-spurrier-1981
470,"St John Long, John St John",M,1798,1834,"Limerick, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/john-st-john-long-470
1982,"Stael, Nicolas de",M,1914,1955,"Sankt-Peterburg, Rossiya","Antibes, France",http://www.tate.org.uk/art/artists/nicolas-de-stael-1982
1983,"Stahly, François",M,1911,2006,"Konstanz, Deutschland","Paris, France",http://www.tate.org.uk/art/artists/francois-stahly-1983
17224,"Staite-Murray, William",-,0,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-staite-murray-17224
1984,"Stamos, Theodorus",M,1922,1997,"New York, United States","Ioánnina, Ellás",http://www.tate.org.uk/art/artists/theodorus-stamos-1984
518,"Stanfield, Clarkson Frederick",M,1793,1867,"Sunderland, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/clarkson-frederick-stanfield-518
519,"Stanhope, John Roddam Spencer",M,1829,1908,"England, United Kingdom","Firenze, Italia",http://www.tate.org.uk/art/artists/john-roddam-spencer-stanhope-519
520,"Stanley, Lady Dorothy",F,1855,1926,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/lady-dorothy-stanley-520
1985,"Starczewski, Antoni",M,1924,2000,"Lódz, Polska",Unknown,http://www.tate.org.uk/art/artists/antoni-starczewski-1985
10462,"Stark, Frances",F,1967,0,"Newport Beach, United States",Unknown,http://www.tate.org.uk/art/artists/frances-stark-10462
521,"Stark, James",M,1794,1859,"Norwich, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-stark-521
522,"Stark, Robert",M,1853,1931,"Torquay, United Kingdom","British Columbia, Canada",http://www.tate.org.uk/art/artists/robert-stark-522
2683,"Starkey, Hannah",F,1971,0,"Belfast, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/hannah-starkey-2683
7052,"Starling, Simon",M,1967,0,"Epsom, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/simon-starling-7052
2661,"Starr, Georgina",F,1968,0,"Leeds, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/georgina-starr-2661
523,"Starr, Sydney",M,1857,1925,"Kingston-Upon-Hull, United Kingdom","New York, United States",http://www.tate.org.uk/art/artists/sydney-starr-523
1986,"Startup, Peter",M,1921,1976,"Fulham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/peter-startup-1986
2594,"Staton, Sarah",F,1961,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/sarah-staton-2594
1987,"Stazewski, Henryk",M,1894,1988,"Warszawa, Polska","Warszawa, Polska",http://www.tate.org.uk/art/artists/henryk-stazewski-1987
1988,"Steadman, Ralph",M,1936,0,"Wallasey, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/ralph-steadman-1988
1989,"Steele, Jeffrey",M,1931,0,"Cardiff, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/jeffrey-steele-1989
1990,"Steer, Philip Wilson",M,1860,1942,"Birkenhead, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/philip-wilson-steer-1990
1991,"Stein, Ronald",M,1930,0,"New York, United States",Unknown,http://www.tate.org.uk/art/artists/ronald-stein-1991
5227,"Steinbach, Haim",-,1944,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/haim-steinbach-5227
1992,"Steinlen, Théophile-Alexandre",M,1859,1923,"Lausanne, Schweiz","Paris, France",http://www.tate.org.uk/art/artists/theophile-alexandre-steinlen-1992
1993,"Steir, Pat",F,1940,0,"Newark, United States",Unknown,http://www.tate.org.uk/art/artists/pat-steir-1993
1994,"Stella, Frank",M,1936,0,"Malden, United States",Unknown,http://www.tate.org.uk/art/artists/frank-stella-1994
524,"Stephens, Frederic George",M,1828,1907,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederic-george-stephens-524
1995,"Stephenson, Ian",M,1934,2000,"Meadowfield, United States",Unknown,http://www.tate.org.uk/art/artists/ian-stephenson-1995
1996,"Stephenson, John Cecil",M,1889,1965,"Bishop Auckland, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-cecil-stephenson-1996
15589,"Stern, Grete",F,1904,1999,Deutschland,"Buenos Aires, Argentina",http://www.tate.org.uk/art/artists/grete-stern-15589
16798,"Sterne, Hedda",F,1910,2011,"Bucuresti, România","Manhattan Island, United States",http://www.tate.org.uk/art/artists/hedda-sterne-16798
1997,"Sterne, Maurice",M,1878,1957,"Liepaja, Latvija","Mount Kisco, United States",http://www.tate.org.uk/art/artists/maurice-sterne-1997
525,"Stevens, Alfred",M,1817,1875,"Dorset, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/alfred-stevens-525
1998,"Stevens, Norman",M,1937,1988,"Bradford, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/norman-stevens-1998
1999,"Stevenson, James",M,1881,1937,"Chester, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-stevenson-1999
526,"Stevenson, Robert Alan Mowbray",M,1847,1900,"Edinburgh, United Kingdom","Chiswick, United Kingdom",http://www.tate.org.uk/art/artists/robert-alan-mowbray-stevenson-526
2000,"Stezaker, John",M,1949,0,"Worcester, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-stezaker-2000
2001,"Still, Clyfford",M,1904,1980,"Grandin, United States","Baltimore, United States",http://www.tate.org.uk/art/artists/clyfford-still-2001
11279,"Stingel, Rudolf",M,1956,0,"Merano, Italia",Unknown,http://www.tate.org.uk/art/artists/rudolf-stingel-11279
527,"Stokes, Adrian",M,1854,1935,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/adrian-stokes-527
2002,"Stokes, Adrian",M,1902,1972,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/adrian-stokes-2002
528,"Stokes, Marianne",F,1855,1927,"Graz, Österreich","London, United Kingdom",http://www.tate.org.uk/art/artists/marianne-stokes-528
529,"Stone, Marcus",M,1840,1921,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/marcus-stone-529
530,"Storey, George Adolphus",M,1834,1919,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/george-adolphus-storey-530
531,"Stothard, Thomas",M,1755,1834,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-stothard-531
533,"Stott of Oldham, William",M,1857,1900,"Oldham, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/william-stott-of-oldham-533
532,"Stott, Edward",M,1859,1918,Rochdale,"England, United Kingdom",http://www.tate.org.uk/art/artists/edward-stott-532
5739,"Strakhov-Braslavsky, Adolf",-,1896,1979,Unknown,Unknown,http://www.tate.org.uk/art/artists/adolf-strakhov-braslavsky-5739
2003,"Strang, Ian",M,1886,1952,"London, United Kingdom","Buckinghamshire, United Kingdom",http://www.tate.org.uk/art/artists/ian-strang-2003
534,"Strang, William",M,1859,1921,"Dunbarton, United Kingdom","Bournemouth, United Kingdom",http://www.tate.org.uk/art/artists/william-strang-534
387,"Streatfeild, Robert",M,1786,1852,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-streatfeild-387
535,"Stringer, Daniel",M,1754,1808,"Cheshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/daniel-stringer-535
2005,"Stroud, Peter",M,1921,2012,"Ealing, United Kingdom","Princeton, United States",http://www.tate.org.uk/art/artists/peter-stroud-2005
536,"Strudwick, John Melhuish",M,1849,1935,"Clapham, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-melhuish-strudwick-536
2006,"Strunke, Niklavs",M,1894,1966,"Gostynin, Polska","Roma, Italia",http://www.tate.org.uk/art/artists/niklavs-strunke-2006
2339,"Struth, Thomas",M,1954,0,"Geldern, Deutschland",Unknown,http://www.tate.org.uk/art/artists/thomas-struth-2339
2627,"Strutt, Arthur John",M,1819,1888,"Chelmsford, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/arthur-john-strutt-2627
537,"Stuart, Gilbert",M,1755,1828,"North Kingstown, United States","Boston, United States",http://www.tate.org.uk/art/artists/gilbert-stuart-537
2007,"Stubbing, N.H.",M,1921,1983,Unknown,Unknown,http://www.tate.org.uk/art/artists/nh-stubbing-tony-stubbing-2007
538,"Stubbs, George",M,1724,1806,"Liverpool, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-stubbs-538
2008,"Studd, Arthur",M,1863,1919,"Leicestershire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/arthur-studd-2008
2009,"Studin, Marin",M,1895,1960,Unknown,Unknown,http://www.tate.org.uk/art/artists/marin-studin-2009
10610,"Štyrský, Jindrich",M,1899,1942,Unknown,"Praha, Ceská Republika",http://www.tate.org.uk/art/artists/jindrich-styrsky-10610
12796,"Suga, Kishio",M,1944,0,"Morioka, Nihon",Unknown,http://www.tate.org.uk/art/artists/kishio-suga-12796
2328,"Sugimoto, Hiroshi",M,1948,0,"Tokyo, Nihon",Unknown,http://www.tate.org.uk/art/artists/hiroshi-sugimoto-2328
12799,"Suh, Do Ho",M,1962,0,"Soul, Taehan Min'guk",Unknown,http://www.tate.org.uk/art/artists/do-ho-suh-12799
8577,"Sullivan, Catherine",F,1968,0,"Los Angeles, United States",Unknown,http://www.tate.org.uk/art/artists/catherine-sullivan-8577
4433,"Sullivan, Christine",F,1959,0,"Boston, United States",Unknown,http://www.tate.org.uk/art/artists/christine-sullivan-4433
2010,"Sullivan, Edmund J.",M,1869,1933,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edmund-j-sullivan-2010
2716,"Sullivan, Luke",M,1705,1771,"Louth, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/luke-sullivan-2716
6727,"Sultan, Altoon",M,1948,0,"Brooklyn, United States",Unknown,http://www.tate.org.uk/art/artists/altoon-sultan-6727
6726,"Sultan, Donald",M,1951,0,"Asheville, United States",Unknown,http://www.tate.org.uk/art/artists/donald-sultan-6726
10068,"Sultan, Larry",M,1946,2009,"Brooklyn, United States","Marin, United States",http://www.tate.org.uk/art/artists/larry-sultan-10068
2011,"Summers, Carol",M,1925,0,"Kingston, United States",Unknown,http://www.tate.org.uk/art/artists/carol-summers-2011
2534,"Sunderland, Thomas",M,1744,1823,"England, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/thomas-sunderland-2534
12053,"Suschitzky, Peter",M,1941,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/peter-suschitzky-12053
2012,"Sutej, Miroslav",M,1936,0,"Duga Resa, Hrvatska",Unknown,http://www.tate.org.uk/art/artists/miroslav-sutej-2012
2575,"Sutherland, Elizabeth Leveson-Gower, Duchess-Countess of",F,1765,1839,Unknown,Unknown,http://www.tate.org.uk/art/artists/elizabeth-leveson-gower-duchess-countess-of-sutherland-2575
2014,"Sutherland, Graham, OM",M,1903,1980,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/graham-sutherland-om-2014
2015,"Sutton, Philip",M,1928,0,"Poole, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/philip-sutton-2015
2236,"Sutton, Trevor",M,1948,0,"Romford, United States",Unknown,http://www.tate.org.uk/art/artists/trevor-sutton-2236
11983,"Swain, Tony",M,1967,0,"Lisburn, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/tony-swain-11983
539,"Swan, John Macallan",M,1847,1910,"Brentford, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-macallan-swan-539
2016,"Swanson, John",M,1938,0,"Los Angeles, United States",Unknown,http://www.tate.org.uk/art/artists/john-swanson-2016
12478,Swoon,F,1977,0,"New London, United States",Unknown,http://www.tate.org.uk/art/artists/swoon-12478
540,"Swynnerton, Annie Louisa",F,1844,1933,"Manchester, United Kingdom","Hayling Island, United Kingdom",http://www.tate.org.uk/art/artists/annie-louisa-swynnerton-540
2017,"Sydney, Berenice",F,1944,1983,"Esher, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/berenice-sydney-2017
2018,"Symons, Patrick",M,1925,1993,"Bromley, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/patrick-symons-2018
12979,"Szapocznikow, Alina",F,1926,1973,"Kalisz, Polska","Haute-Savoie, France",http://www.tate.org.uk/art/artists/alina-szapocznikow-12979
15133,"T R Uthco (Doug Hall born 1944, Diane Andrews Hall born 1945, Jody Procter 1944-1998)",-,1970,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/t-r-uthco-doug-hall-born-1944-diane-andrews-hall-born-1945-jody-procter-1944-1998-15133
4451,"Takahashi, Tomoko",F,1966,0,"Tokyo, Nihon",Unknown,http://www.tate.org.uk/art/artists/tomoko-takahashi-4451
15501,"Takamatsu, Jiro",M,1936,1998,Unknown,Unknown,http://www.tate.org.uk/art/artists/jiro-takamatsu-15501
2019,Takis,M,1925,0,"Athínai, Ellás",Unknown,http://www.tate.org.uk/art/artists/takis-2019
2020,"Talmage, Algernon",M,1871,1939,"Oxfordshire, United Kingdom","Hampshire, United Kingdom",http://www.tate.org.uk/art/artists/algernon-talmage-2020
2021,"Tamayo, Rufino",M,1899,1991,"Oaxaca, México",Unknown,http://www.tate.org.uk/art/artists/rufino-tamayo-2021
7376,"Tan, Fiona",F,1966,0,"Pakanbaru, Indonesia",Unknown,http://www.tate.org.uk/art/artists/fiona-tan-7376
2022,"Tanabe, Takao",M,1926,0,"British Columbia, Canada",Unknown,http://www.tate.org.uk/art/artists/takao-tanabe-2022
15957,"Tanavoli, Parviz",M,1937,0,"Tehran, Îran",Unknown,http://www.tate.org.uk/art/artists/parviz-tanavoli-15957
2023,"Tanguy, Yves",M,1900,1955,"Paris, France","Woodbury, United States",http://www.tate.org.uk/art/artists/yves-tanguy-2023
